MONGODB | Adding localhost:27017 to the cluster.
MONGODB | Connection refused - connect(2) for 127.0.0.1:27017
MONGODB | localhost:27017 | triresults_development.delete | STARTED | {"delete"=>"races", "deletes"=>[{"q"=>{}, "limit"=>0}], "ordered"=>true}
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000423'), "info"=>{"fn"=>"Andrea", "ln"=>"Sanders", "g"=>"M", "yr"=>1993, "res"=>{"city"=>"Cusseta", "state"=>"GA", "loc"=>{"type"=>"Point", "coordinates"=>[-84.764537, 32.29...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000424'), "info"=>{"fn"=>"Keturah", "ln"=>"Ross", "g"=>"F", "yr"=>1982, "res"=>{"city"=>"Madison", "state"=>"NC", "loc"=>{"type"=>"Point", "coordinates"=>[-79.965438, 36.3695...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000425'), "info"=>{"fn"=>"Calandra", "ln"=>"Ross", "g"=>"F", "yr"=>1974, "res"=>{"city"=>"Madison", "state"=>"NC", "loc"=>{"type"=>"Point", "coordinates"=>[-79.965438, 36.369...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000426'), "info"=>{"fn"=>"Jack", "ln"=>"Ross", "g"=>"M", "yr"=>1971, "res"=>{"city"=>"Madison", "state"=>"NC", "loc"=>{"type"=>"Point", "coordinates"=>[-79.965438, 36.369507]...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000243s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000427'), "info"=>{"fn"=>"Brain", "ln"=>"Ross", "g"=>"M", "yr"=>1966, "res"=>{"city"=>"Madison", "state"=>"NC", "loc"=>{"type"=>"Point", "coordinates"=>[-79.965438, 36.369507...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000285s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000428'), "info"=>{"fn"=>"Paola", "ln"=>"Morales", "g"=>"F", "yr"=>1961, "res"=>{"city"=>"Hasty", "state"=>"AR", "loc"=>{"type"=>"Point", "coordinates"=>[-93.045966, 36.01522...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000295s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000429'), "info"=>{"fn"=>"Elias", "ln"=>"Morales", "g"=>"M", "yr"=>1978, "res"=>{"city"=>"Hasty", "state"=>"AR", "loc"=>{"type"=>"Point", "coordinates"=>[-93.045966, 36.01522...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000273s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300042a'), "info"=>{"fn"=>"Arline", "ln"=>"Powell", "g"=>"F", "yr"=>1976, "res"=>{"city"=>"Waite Park", "state"=>"MN", "loc"=>{"type"=>"Point", "coordinates"=>[-94.224481, 45....
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300042b'), "info"=>{"fn"=>"Deonna", "ln"=>"Powell", "g"=>"F", "yr"=>1968, "res"=>{"city"=>"Waite Park", "state"=>"MN", "loc"=>{"type"=>"Point", "coordinates"=>[-94.224481, 45....
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000244s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300042c'), "info"=>{"fn"=>"Willard", "ln"=>"Sullivan", "g"=>"M", "yr"=>1980, "res"=>{"city"=>"Fruitvale", "state"=>"CO", "loc"=>{"type"=>"Point", "coordinates"=>[-108.489094, ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300042d'), "info"=>{"fn"=>"Melodee", "ln"=>"Sullivan", "g"=>"F", "yr"=>1967, "res"=>{"city"=>"Fruitvale", "state"=>"CO", "loc"=>{"type"=>"Point", "coordinates"=>[-108.489094, ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000243s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300042e'), "info"=>{"fn"=>"Erich", "ln"=>"Russell", "g"=>"M", "yr"=>1979, "res"=>{"city"=>"Union", "state"=>"WV", "loc"=>{"type"=>"Point", "coordinates"=>[-80.524767, 37.58017...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300042f'), "info"=>{"fn"=>"Berta", "ln"=>"Russell", "g"=>"F", "yr"=>1965, "res"=>{"city"=>"Union", "state"=>"WV", "loc"=>{"type"=>"Point", "coordinates"=>[-80.524767, 37.58017...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000242s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000430'), "info"=>{"fn"=>"Leontine", "ln"=>"Russell", "g"=>"F", "yr"=>1982, "res"=>{"city"=>"Union", "state"=>"WV", "loc"=>{"type"=>"Point", "coordinates"=>[-80.524767, 37.58...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000431'), "info"=>{"fn"=>"Angelo", "ln"=>"Russell", "g"=>"F", "yr"=>1991, "res"=>{"city"=>"Union", "state"=>"WV", "loc"=>{"type"=>"Point", "coordinates"=>[-80.524767, 37.5801...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000432'), "info"=>{"fn"=>"Rodrick", "ln"=>"Russell", "g"=>"M", "yr"=>1971, "res"=>{"city"=>"Union", "state"=>"WV", "loc"=>{"type"=>"Point", "coordinates"=>[-80.524767, 37.580...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000293s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000433'), "info"=>{"fn"=>"Long", "ln"=>"Ortiz", "g"=>"M", "yr"=>1975, "res"=>{"city"=>"Cumberland", "state"=>"VA", "loc"=>{"type"=>"Point", "coordinates"=>[-78.258149, 37.501...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000287s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000434'), "info"=>{"fn"=>"Ward", "ln"=>"Ortiz", "g"=>"M", "yr"=>1983, "res"=>{"city"=>"Cumberland", "state"=>"VA", "loc"=>{"type"=>"Point", "coordinates"=>[-78.258149, 37.501...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000239s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000435'), "info"=>{"fn"=>"Herminia", "ln"=>"Jenkins", "g"=>"F", "yr"=>1995, "res"=>{"city"=>"Edgerton", "state"=>"MN", "loc"=>{"type"=>"Point", "coordinates"=>[-96.146333, 43...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000436'), "info"=>{"fn"=>"Keneth", "ln"=>"Jenkins", "g"=>"M", "yr"=>1980, "res"=>{"city"=>"Edgerton", "state"=>"MN", "loc"=>{"type"=>"Point", "coordinates"=>[-96.146333, 43.8...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000242s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000437'), "info"=>{"fn"=>"Demetrius", "ln"=>"Jenkins", "g"=>"M", "yr"=>1988, "res"=>{"city"=>"Edgerton", "state"=>"MN", "loc"=>{"type"=>"Point", "coordinates"=>[-96.146333, 4...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000244s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000438'), "info"=>{"fn"=>"Ambrose", "ln"=>"Gutierrez", "g"=>"M", "yr"=>1991, "res"=>{"city"=>"Baker", "state"=>"NV", "loc"=>{"type"=>"Point", "coordinates"=>[-114.246165, 39....
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000439'), "info"=>{"fn"=>"Mary", "ln"=>"Gutierrez", "g"=>"M", "yr"=>1988, "res"=>{"city"=>"Baker", "state"=>"NV", "loc"=>{"type"=>"Point", "coordinates"=>[-114.246165, 39.065...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000242s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300043a'), "info"=>{"fn"=>"Trish", "ln"=>"Gutierrez", "g"=>"F", "yr"=>1973, "res"=>{"city"=>"Baker", "state"=>"NV", "loc"=>{"type"=>"Point", "coordinates"=>[-114.246165, 39.06...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300043b'), "info"=>{"fn"=>"Xavier", "ln"=>"Gutierrez", "g"=>"M", "yr"=>1953, "res"=>{"city"=>"Baker", "state"=>"NV", "loc"=>{"type"=>"Point", "coordinates"=>[-114.246165, 39.0...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000307s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300043c'), "info"=>{"fn"=>"Alethia", "ln"=>"Butler", "g"=>"F", "yr"=>1959, "res"=>{"city"=>"League City", "state"=>"TX", "loc"=>{"type"=>"Point", "coordinates"=>[-95.096274, 2...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000289s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300043d'), "info"=>{"fn"=>"Davis", "ln"=>"Butler", "g"=>"M", "yr"=>1967, "res"=>{"city"=>"League City", "state"=>"TX", "loc"=>{"type"=>"Point", "coordinates"=>[-95.096274, 29....
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000239s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300043e'), "info"=>{"fn"=>"Tamiko", "ln"=>"Butler", "g"=>"F", "yr"=>1960, "res"=>{"city"=>"League City", "state"=>"TX", "loc"=>{"type"=>"Point", "coordinates"=>[-95.096274, 29...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300043f'), "info"=>{"fn"=>"Andreas", "ln"=>"Butler", "g"=>"M", "yr"=>1986, "res"=>{"city"=>"League City", "state"=>"TX", "loc"=>{"type"=>"Point", "coordinates"=>[-95.096274, 2...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00023700000000000001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000440'), "info"=>{"fn"=>"Belva", "ln"=>"Butler", "g"=>"F", "yr"=>1951, "res"=>{"city"=>"League City", "state"=>"TX", "loc"=>{"type"=>"Point", "coordinates"=>[-95.096274, 29....
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000296s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000441'), "info"=>{"fn"=>"Jolanda", "ln"=>"Barnes", "g"=>"F", "yr"=>1995, "res"=>{"city"=>"New Durham", "state"=>"NH", "loc"=>{"type"=>"Point", "coordinates"=>[-71.140828, 43...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00026500000000000004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000442'), "info"=>{"fn"=>"Ronny", "ln"=>"Barnes", "g"=>"M", "yr"=>1971, "res"=>{"city"=>"New Durham", "state"=>"NH", "loc"=>{"type"=>"Point", "coordinates"=>[-71.140828, 43.4...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000249s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000443'), "info"=>{"fn"=>"Jason", "ln"=>"Barnes", "g"=>"F", "yr"=>1986, "res"=>{"city"=>"New Durham", "state"=>"NH", "loc"=>{"type"=>"Point", "coordinates"=>[-71.140828, 43.4...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000243s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000444'), "info"=>{"fn"=>"Chas", "ln"=>"Barnes", "g"=>"M", "yr"=>1956, "res"=>{"city"=>"New Durham", "state"=>"NH", "loc"=>{"type"=>"Point", "coordinates"=>[-71.140828, 43.44...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000248s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000445'), "info"=>{"fn"=>"Kenda", "ln"=>"Barnes", "g"=>"F", "yr"=>1949, "res"=>{"city"=>"New Durham", "state"=>"NH", "loc"=>{"type"=>"Point", "coordinates"=>[-71.140828, 43.4...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000446'), "info"=>{"fn"=>"Randell", "ln"=>"Fisher", "g"=>"M", "yr"=>1964, "res"=>{"city"=>"Irmo", "state"=>"SC", "loc"=>{"type"=>"Point", "coordinates"=>[-81.196553, 34.11025...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000288s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000447'), "info"=>{"fn"=>"Elvis", "ln"=>"Coleman", "g"=>"M", "yr"=>1970, "res"=>{"city"=>"Halfway", "state"=>"OR", "loc"=>{"type"=>"Point", "coordinates"=>[-117.113152, 44.89...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000239s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000448'), "info"=>{"fn"=>"Genie", "ln"=>"Coleman", "g"=>"F", "yr"=>1988, "res"=>{"city"=>"Halfway", "state"=>"OR", "loc"=>{"type"=>"Point", "coordinates"=>[-117.113152, 44.89...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000242s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000449'), "info"=>{"fn"=>"Darrick", "ln"=>"Coleman", "g"=>"M", "yr"=>1948, "res"=>{"city"=>"Halfway", "state"=>"OR", "loc"=>{"type"=>"Point", "coordinates"=>[-117.113152, 44....
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300044a'), "info"=>{"fn"=>"Joya", "ln"=>"Coleman", "g"=>"F", "yr"=>1980, "res"=>{"city"=>"Halfway", "state"=>"OR", "loc"=>{"type"=>"Point", "coordinates"=>[-117.113152, 44.895...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000256s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300044b'), "info"=>{"fn"=>"Jayson", "ln"=>"Simmons", "g"=>"M", "yr"=>1983, "res"=>{"city"=>"Redfield", "state"=>"KS", "loc"=>{"type"=>"Point", "coordinates"=>[-94.828988, 37.8...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000273s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300044c'), "info"=>{"fn"=>"Kasey", "ln"=>"Simmons", "g"=>"M", "yr"=>1975, "res"=>{"city"=>"Redfield", "state"=>"KS", "loc"=>{"type"=>"Point", "coordinates"=>[-94.828988, 37.85...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000242s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300044d'), "info"=>{"fn"=>"Lindsey", "ln"=>"Patterson", "g"=>"M", "yr"=>1990, "res"=>{"city"=>"Manhattan", "state"=>"MT", "loc"=>{"type"=>"Point", "coordinates"=>[-111.314577,...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300044e'), "info"=>{"fn"=>"Cecil", "ln"=>"Jordan", "g"=>"F", "yr"=>1973, "res"=>{"city"=>"Biddeford Pool", "state"=>"ME", "loc"=>{"type"=>"Point", "coordinates"=>[-70.352024, ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000234s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300044f'), "info"=>{"fn"=>"Alfonso", "ln"=>"Jordan", "g"=>"M", "yr"=>1969, "res"=>{"city"=>"Biddeford Pool", "state"=>"ME", "loc"=>{"type"=>"Point", "coordinates"=>[-70.352024...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000242s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000450'), "info"=>{"fn"=>"Johnie", "ln"=>"Jordan", "g"=>"M", "yr"=>1977, "res"=>{"city"=>"Biddeford Pool", "state"=>"ME", "loc"=>{"type"=>"Point", "coordinates"=>[-70.352024,...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000239s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000451'), "info"=>{"fn"=>"Alta", "ln"=>"Jordan", "g"=>"F", "yr"=>1970, "res"=>{"city"=>"Biddeford Pool", "state"=>"ME", "loc"=>{"type"=>"Point", "coordinates"=>[-70.352024, 4...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000287s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000452'), "info"=>{"fn"=>"Felisa", "ln"=>"Jordan", "g"=>"F", "yr"=>1977, "res"=>{"city"=>"Biddeford Pool", "state"=>"ME", "loc"=>{"type"=>"Point", "coordinates"=>[-70.352024,...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bbe301d083c3000453'), "info"=>{"fn"=>"Shayne", "ln"=>"Hamilton", "g"=>"M", "yr"=>1989, "res"=>{"city"=>"Wakita", "state"=>"OK", "loc"=>{"type"=>"Point", "coordinates"=>[-97.942687, 36.87...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000246s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bbe301d083c3000454'), "info"=>{"fn"=>"Lilla", "ln"=>"Hamilton", "g"=>"F", "yr"=>1953, "res"=>{"city"=>"Wakita", "state"=>"OK", "loc"=>{"type"=>"Point", "coordinates"=>[-97.942687, 36.875...
